"date";"open";"high";"low";"close";"volume";"adjusted"
2010-01-04;21,752853;22,64607;21,746138;22,41773;1060900;16,75231
2010-01-05;22,30356;22,404299;21,786434;21,994627;1031700;16,436134
2010-01-06;21,934183;22,075218;21,813297;22,061787;720500;16,486317
2010-01-07;22,014774;22,693083;21,947617;22,659504;846000;16,932983
2010-01-08;22,558764;22,968435;22,471457;22,8274;722300;17,058447
2010-01-11;22,934856;22,934856;22,59906;22,753527;535100;17,003239
2010-01-12;22,538616;22,59906;22,175957;22,330423;1008600;16,687063
2010-01-13;22,431162;22,451309;22,115513;22,444593;531800;16,772381
2010-01-14;22,330423;22,538616;22,276695;22,505037;779700;16,817553
2010-01-15;22,397583;22,518469;21,947617;21,981195;686700;16,42609
2010-01-19;22,001343;22,59906;22,001343;22,357286;974600;16,707134
2010-01-20;22,115513;22,229685;21,773003;21,90732;1001500;16,370893
2010-01-21;21,954332;21,994627;21,470785;21,732706;787000;16,240398
2010-01-22;21,625252;21,72599;21,242445;21,28274;616700;15,904148
2010-01-25;21,423775;21,49765;20,967093;21,087978;659700;15,758608
2010-01-26;21,081263;21,208864;20,913364;20,953661;300900;15,65824
2010-01-27;20,73875;20,852921;20,503695;20,785763;620100;15,674905
2010-01-28;20,792479;20,866354;20,402954;20,678308;560000;15,593872
2010-01-29;20,812626;21,10141;20,47683;20,51041;881700;15,467259
2010-02-01;20,631296;21,10141;20,517126;21,054399;882500;15,877493
2010-02-02;21,141706;21,799866;20,711887;20,832773;1811200;15,710354
2010-02-03;20,80591;21,014103;20,664875;20,980524;867600;15,82178
2010-02-04;20,852921;21,027534;20,47683;20,47683;909400;15,441933
2010-02-05;20,436535;20,436535;19,845533;20,362659;679800;15,355841
2010-02-08;20,429819;20,765614;20,073875;20,349228;894200;15,345714
2010-02-09;20,604433;20,899933;20,456682;20,678308;849000;15,593872
2010-02-10;20,557421;20,745466;20,248489;20,389523;704800;15,376097
2010-02-11;20,282068;20,671591;20,100739;20,617865;757300;15,548291
2010-02-12;20,456682;20,92008;20,228342;20,906649;1243700;15,766069
2010-02-16;21,121557;21,262592;20,940228;21,255877;452600;16,029427
2010-02-17;21,323036;21,343184;21,175285;21,323036;762500;16,080072
2010-02-18;21,336468;21,504366;21,182001;21,443922;496200;16,171232
2010-02-19;21,349899;21,820013;21,349899;21,752853;821000;16,4042
2010-02-22;21,752853;21,934183;21,558092;21,914036;566200;16,525757
2010-02-23;21,880457;22,028208;21,584957;21,618536;861800;16,302912
2010-02-24;21,638683;21,799866;21,524513;21,759571;442800;16,409266
2010-02-25;21,390194;21,799866;21,182001;21,779718;541500;16,424469
2010-02-26;21,79315;21,920752;21,571524;21,867025;584400;16,490305
2010-03-01;22,659504;23,425117;22,437878;23,049026;2384000;17,381674
2010-03-02;23,002014;23,210209;22,914707;22,988583;969100;17,336088
2010-03-03;23,102753;23,176628;22,746809;22,881128;1001300;17,255056
2010-03-04;22,995298;23,230356;22,78039;22,941572;1382900;17,300644
2010-03-05;23,129618;23,183344;22,887844;23,062458;766300;17,3918
2010-03-08;23,00873;23,10947;22,8274;22,860981;836500;17,239868
2010-03-09;22,800537;23,136333;22,726662;22,995298;489100;17,341148
2010-03-10;22,975151;23,122902;22,881128;23,055742;452800;17,386738
2010-03-11;22,881128;23,055742;22,693083;23,035595;448600;17,371548
2010-03-12;23,055742;23,055742;22,686367;22,941572;488900;17,300644
2010-03-15;22,881128;23,237072;22,686367;23,237072;908100;17,523479
2010-03-16;23,237072;23,673607;23,149765;23,646742;962900;17,832422
2010-03-17;23,680323;23,935528;23,646742;23,720617;521800;17,88813
2010-03-18;23,687038;23,935528;23,619879;23,734049;531400;17,89826
2010-03-19;22,921423;23,774345;22,914707;22,921423;1385800;17,28544
2010-03-22;22,807253;23,250504;22,538616;23,002014;906600;17,34622
2010-03-23;23,116186;23,834789;22,847549;23,754198;1068900;17,913454
2010-03-24;23,720617;24,150436;23,324379;23,324379;584100;17,589325
2010-03-25;23,525856;23,807924;23,196775;23,216925;668100;17,508289
2010-03-26;23,310947;23,505709;23,07589;23,263935;604200;17,543747
2010-03-29;23,324379;23,525856;23,2908;23,492277;596900;17,715939
2010-03-30;23,572868;23,915379;23,465412;23,908663;1272300;18,029936
2010-03-31;23,888515;24,39221;23,861652;23,922096;1260100;18,04007
2010-04-01;24,110142;24,445936;24,009403;24,231028;724900;18,273041
2010-04-05;24,264606;24,586971;24,184015;24,492949;366200;18,470564
