"date";"open";"high";"low";"close";"volume";"adjusted"
2010-01-04;75,719658;76,340546;73,800568;74,242706;3450400;51,700359
2010-01-05;74,327377;74,355598;72,596428;73,734711;4342500;51,346592
2010-01-06;73,49012;74,515526;72,596428;72,906868;3476200;50,770126
2010-01-07;73,02916;74,769524;71,552208;73,85701;3986300;51,431782
2010-01-08;73,612419;73,668861;70,997177;72,088432;4005800;50,200184
2010-01-11;72,427094;72,897461;71,655693;72,154282;2662600;50,246052
2010-01-12;71,683914;72,069611;70,319847;70,733772;4696600;49,256844
2010-01-13;70,658516;72,154282;70,658516;71,44873;4540300;49,754715
2010-01-14;71,13829;72,013168;70,573845;71,768578;2790200;49,977455
2010-01-15;71,307617;71,505173;70,329254;70,451553;3910400;49,060307
2010-01-19;70,329254;72,19191;69,887115;72,116653;4324700;50,219845
2010-01-20;71,401695;71,966133;69,727188;70,442146;3554700;49,053772
2010-01-21;70,479774;70,950142;68,015053;68,212608;4807000;47,501183
2010-01-22;68,222015;68,711197;66,218246;66,406395;4963100;46,243382
2010-01-25;67,187202;68,325493;66,001884;67,826904;3799300;47,232597
2010-01-26;67,412979;68,64534;66,933205;67,554092;2804400;47,042614
2010-01-27;67,601128;68,165565;66,50988;68,109123;4314100;47,429111
2010-01-28;68,532455;68,532455;66,848541;67,80809;3146500;47,219494
2010-01-29;68,015053;69,285042;67,102539;67,732834;4296200;47,167076
2010-02-01;68,080902;69,219193;67,996239;69,209785;3030500;48,19558
2010-02-02;69,444969;70,225777;68,391342;70,056442;3776700;48,785175
2010-02-03;69,736595;69,736595;68,11853;68,48542;3140300;47,691162
2010-02-04;68,203201;68,203201;65,296333;65,333961;5638100;45,496582
2010-02-05;66,095955;69,125114;65,973656;69,01223;7971800;48,058029
2010-02-08;68,626526;68,918159;66,284103;66,528694;5343100;46,328556
2010-02-09;67,196617;67,601128;66,086548;66,406395;5293900;46,243382
2010-02-10;66,302917;67,13076;64,985886;66,105362;3747700;46,033775
2010-02-11;65,390404;67,111946;64,684853;67,046097;3888800;47,116512
2010-02-12;66,378174;67,883347;65,851364;67,732834;4004000;47,599106
2010-02-16;68,617119;70,498589;68,381935;70,385704;6032300;49,463413
2010-02-17;70,404518;72,097839;70,357475;71,35466;5226100;50,144341
2010-02-18;71,006584;73,104424;71,006584;72,643463;4296600;51,050037
2010-02-19;72,389465;73,301979;71,777985;73,113831;4001200;51,380608
2010-02-22;73,292564;74,47789;72,690498;73,979301;3667200;51,988815
2010-02-23;73,433678;73,941673;72,577614;73,292564;4121900;51,506199
2010-02-24;73,367828;73,885231;72,577614;72,935089;5580900;51,25499
2010-02-25;72,624649;73,885231;71,674507;73,85701;3765100;51,90287
2010-02-26;73,678268;74,609596;73,095016;73,650047;4256700;51,757427
2010-03-01;74,223892;74,402634;73,396049;73,753525;2061400;51,830132
2010-03-02;73,988708;74,637817;73,113831;73,386642;2288300;51,572323
2010-03-03;73,320793;73,433678;72,558792;72,86924;1903300;51,208714
2010-03-04;73,189087;73,377235;72,822205;73,010345;2385400;51,307869
2010-03-05;73,320793;75,089371;73,104424;74,722481;3324900;52,511093
2010-03-08;74,713074;75,362183;74,468483;75,06115;2351800;52,749077
2010-03-09;74,807152;76,528694;74,336784;76,030106;3166200;53,429996
2010-03-10;76,331139;76,603951;75,559738;75,98307;1944100;53,39695
2010-03-11;75,729065;76,161804;75,286926;76,14299;2158400;53,509331
2010-03-12;76,50988;78,02446;76,246475;77,215431;2783500;54,262974
2010-03-15;76,839134;77,723427;76,199432;77,027283;2374100;54,130772
2010-03-16;77,13076;79,614296;76,773285;79,190971;3325200;55,651295
2010-03-17;79,397934;80,658516;78,880524;80,573845;3713900;56,623112
2010-03-18;80,592659;80,940735;79,463783;79,548447;2553700;55,902508
2010-03-19;78,588898;80,555031;78,494827;78,588898;4748700;55,228195
2010-03-22;78,137344;79,962372;77,986832;79,934151;2398100;56,173565
2010-03-23;79,924744;80,21637;78,692383;79,426155;1990900;55,816574
2010-03-24;79,172157;80,197556;78,993416;79,501411;2298900;55,869461
2010-03-25;80,15052;81,495766;80,075256;80,46096;3248300;56,543785
2010-03-26;80,827843;81,288803;79,63311;79,971779;2577100;56,200016
2010-03-29;80,159927;80,470367;79,379112;80,103477;1844600;56,292553
2010-03-30;79,887115;80,536217;79,492004;80,112885;1707300;56,29916
2010-03-31;79,586075;79,830666;78,814674;78,927567;2355600;55,466206
2010-04-01;79,238007;80,075256;78,805267;79,463783;1885100;55,843018
2010-04-05;79,943558;81,100662;79,379112;81,034805;1573900;56,947037
