"symbol";"company";"identifier";"sedol";"weight";"sector";"shares_held";"local_currency"
"WMT";"Walmart Inc.";"93114210";"2936921";0,00598234721477989;"Consumer Staples";16252668;"USD"
"ABT";"Abbott Laboratories";"00282410";"2002305";0,00590188998972108;"Health Care";20265144;"USD"
"MDT";"Medtronic Plc";"G5960L10";"BTN1Y11";0,00590046986219362;"Health Care";15369629;"USD"
"CRM";"salesforce.com inc.";"79466L30";"2310525";0,00589288918144849;"Information Technology";10170818;"USD"
"MCD";"McDonald's Corporation";"58013510";"2550707";0,00578853981087502;"Consumer Discretionary";8635091;"USD"
"BMY";"Bristol-Myers Squibb Company";"11012210";"2126335";0,00574631601917852;"Health Care";26879520;"USD"
"NVDA";"NVIDIA Corporation";"67066G10";"2379504";0,00556298955646217;"Information Technology";7017237;"USD"
"NFLX";"Netflix Inc.";"64110L10";"2857817";0,00519389641189779;"Communication Services";5025290;"USD"
"AMGN";"Amgen Inc.";"03116210";"2023607";0,00511411924790846;"Health Care";6813431;"USD"
"PM";"Philip Morris International Inc.";"71817210";"B2PKRQ3";0,00503270193663391;"Consumer Staples";17839944;"USD"
"COST";"Costco Wholesale Corporation";"22160K10";"2701271";0,00500904981267318;"Consumer Staples";5065694;"USD"
"TMO";"Thermo Fisher Scientific Inc.";"88355610";"2886907";0,00495672511391523;"Health Care";4597667;"USD"
"PYPL";"PayPal Holdings Inc";"70450Y10";"BYW36M8";0,00492288207481032;"Information Technology";13443824;"USD"
"ACN";"Accenture Plc Class A";"G1151C10";"B4BNMY3";0,0048324039498747;"Information Technology";7278654;"USD"
"NKE";"NIKE Inc. Class B";"65410610";"2640147";0,0047376254387644;"Consumer Discretionary";14301145;"USD"
"ABBV";"AbbVie Inc.";"00287Y10";"B92SR70";0,00468838101661529;"Health Care";16956710;"USD"
"HON";"Honeywell International Inc.";"43851610";"2020459";0,00467683998023022;"Industrials";8193027;"USD"
"IBM";"International Business Machines Corporation";"45920010";"2005973";0,00463262600981568;"Information Technology";10155048;"USD"
"NEE";"NextEra Energy Inc.";"65339F10";"2328915";0,00461789468694289;"Utilities";5604323;"USD"
"UNP";"Union Pacific Corporation";"90781810";"2914734";0,00456609003488513;"Industrials";7960107;"USD"
"UTX";"United Technologies Corporation";"91301710";"2915500";0,00453571730741421;"Industrials";9302580;"USD"
"TXN";"Texas Instruments Incorporated";"88250810";"2885409";0,00453099688352014;"Information Technology";10718103;"USD"
"AVGO";"Broadcom Inc.";"11135F10";"BDZ78H9";0,00451126511160702;"Information Technology";4547840;"USD"
"LLY";"Eli Lilly and Company";"53245710";"2516152";0,0043555711302875;"Health Care";9704875;"USD"
"ORCL";"Oracle Corporation";"68389X10";"2661568";0,00430963700540308;"Information Technology";24841624;"USD"
"LIN";"Linde plc";"G5494J10";"BZ12WP8";0,00413241109051593;"Materials";6175067;"USD"
"SBUX";"Starbucks Corporation";"85524410";"2842255";0,00397262674188142;"Consumer Discretionary";13541916;"USD"
"QCOM";"QUALCOMM Incorporated";"74752510";"2714923";0,00384899563980845;"Information Technology";13058396;"USD"
"LMT";"Lockheed Martin Corporation";"53983010";"2522096";0,00382007304255922;"Industrials";2838971;"USD"
"DHR";"Danaher Corporation";"23585110";"2250870";0,00380602178075591;"Health Care";7330312;"USD"
"AMT";"American Tower Corporation";"03027X10";"B7FBFL2";0,00378677005195067;"Real Estate";5079149;"USD"
"MMM";"3M Company";"88579Y10";"2595708";0,00371329345375215;"Industrials";6578860;"USD"
"GE";"General Electric Company";"36960410";"2380498";0,00360984416400593;"Industrials";100141200;"USD"
"CVS";"CVS Health Corporation";"12665010";"2577609";0,00350023432104203;"Health Care";14917350;"USD"
"MO";"Altria Group Inc";"02209S10";"2692632";0,00345468023028468;"Consumer Staples";21353400;"USD"
"LOW";"Lowe's Companies Inc.";"54866110";"2536763";0,00340739598415938;"Consumer Discretionary";8815931;"USD"
"FIS";"Fidelity National Information Services Inc.";"31620M10";"2769796";0,00331992812954603;"Information Technology";7047315;"USD"
"AXP";"American Express Company";"02581610";"2026082";0,00320738802344451;"Financials";7693851;"USD"
"BKNG";"Booking Holdings Inc.";"09857L10";"BDRXDB4";0,00304298325989674;"Consumer Discretionary";479846;"USD"
"UPS";"United Parcel Service Inc. Class B";"91131210";"2517382";0,00298720825130097;"Industrials";8035263;"USD"
"CHTR";"Charter Communications Inc. Class A";"16119P10";"BZ6VT82";0,00291077138727058;"Communication Services";1797532;"USD"
"GILD";"Gilead Sciences Inc.";"37555810";"2369174";0,00291059137110513;"Health Care";14473429;"USD"
"MDLZ";"Mondelez International Inc. Class A";"60920710";"B8CKK03";0,00289705015510393;"Consumer Staples";16476357;"USD"
"CI";"Cigna Corporation";"12552310";"BHJ0775";0,00286799754617965;"Health Care";4281993;"USD"
"CAT";"Caterpillar Inc.";"14912310";"2180201";0,00286567733782494;"Industrials";6337266;"USD"
"GS";"Goldman Sachs Group Inc.";"38141G10";"2407966";0,00286219702529287;"Financials";3654260;"USD"
"USB";"U.S. Bancorp";"90297330";"2736035";0,00283860490672062;"Financials";16296778;"USD"
"ADP";"Automatic Data Processing Inc.";"05301510";"2065308";0,00280276168799958;"Information Technology";4957310;"USD"
"ANTM";"Anthem Inc.";"03675210";"BSPHGL4";0,00279800126051319;"Health Care";2907766;"USD"
"TJX";"TJX Companies Inc";"87254010";"2989301";0,00275218714640575;"Consumer Discretionary";13904963;"USD"
"TFC";"Truist Financial Corporation";"89832Q10";"BKP7287";0,00274666665066523;"Financials";15377081;"USD"
"BDX";"Becton Dickinson and Company";"07588710";"2087807";0,00274157619354218;"Health Care";3101320;"USD"
"INTU";"Intuit Inc.";"46120210";"2459020";0,00273683576785195;"Information Technology";2971381;"USD"
"CME";"CME Group Inc. Class A";"12572Q10";"2965839";0,00270311273952401;"Financials";4109343;"USD"
"SPGI";"S&P Global Inc.";"78409V10";"BYV2325";0,00264625763393553;"Financials";2806383;"USD"
"SO";"Southern Company";"84258710";"2829601";0,00260388382876782;"Utilities";12025044;"USD"
"ISRG";"Intuitive Surgical Inc.";"46120E60";"2871301";0,00256455029661664;"Health Care";1325550;"USD"
"CB";"Chubb Limited";"H1467J10";"B3BQMF6";0,00254321838101061;"Financials";5214680;"USD"
"SYK";"Stryker Corporation";"86366710";"2853688";0,00254092817535015;"Health Care";3692133;"USD"
"FISV";"Fiserv Inc.";"33773810";"2342034";0,00253403755657258;"Information Technology";6548777;"USD"
"DUK";"Duke Energy Corporation";"26441C20";"B7VD3F2";0,0025260168363119;"Utilities";8359556;"USD"
"COP";"ConocoPhillips";"20825C10";"2685717";0,00251334569844372;"Energy";12581391;"USD"
"D";"Dominion Energy Inc";"25746U10";"2542049";0,0025041048686172;"Utilities";9437669;"USD"
"MS";"Morgan Stanley";"61744644";"2262314";0,00249796431719568;"Financials";14104913;"USD"
"ZTS";"Zoetis Inc. Class A";"98978V10";"B95WG16";0,00244413948372564;"Health Care";5448212;"USD"
"PNC";"PNC Financial Services Group Inc.";"69347510";"2692665";0,00242540780162059;"Financials";5024402;"USD"
"MU";"Micron Technology Inc.";"59511210";"2588184";0,00238123383479836;"Information Technology";12693645;"USD"
"RTN";"Raytheon Company";"75511150";"2758051";0,00231095752398565;"Industrials";3177343;"USD"
"BLK";"BlackRock Inc.";"09247X10";"2494504";0,00230168669146489;"Financials";1352292;"USD"
"AGN";"Allergan plc";"G0177J10";"BY9D546";0,00228180490608057;"Health Care";3755196;"USD"
"CCI";"Crown Castle International Corp";"22822V10";"BTGQCX1";0,00223548074617101;"Real Estate";4742139;"USD"
"BSX";"Boston Scientific Corporation";"10113710";"2113434";0,0022320204354351;"Health Care";15982201;"USD"
"VRTX";"Vertex Pharmaceuticals Incorporated";"92532F10";"2931034";0,00219329695806683;"Health Care";2948739;"USD"
"CL";"Colgate-Palmolive Company";"19416210";"2209106";0,00219233687185109;"Consumer Staples";9804326;"USD"
"GPN";"Global Payments Inc.";"37940X10";"2712013";0,00217848562800939;"Information Technology";3434632;"USD"
"PLD";"Prologis Inc.";"74340W10";"B44WZD7";0,00215738373305923;"Real Estate";7243739;"USD"
"NOW";"ServiceNow Inc.";"81762P10";"B80NXX8";0,00214466259070064;"Information Technology";2162262;"USD"
"NOC";"Northrop Grumman Corporation";"66680710";"2648806";0,00214299244072118;"Industrials";1800961;"USD"
"AMAT";"Applied Materials Inc.";"03822210";"2046552";0,00214178233205342;"Information Technology";10573715;"USD"
"CSX";"CSX Corporation";"12640810";"2160753";0,00210917940431051;"Industrials";8916647;"USD"
"TGT";"Target Corporation";"87612E10";"2259101";0,00210806930462356;"Consumer Discretionary";5837749;"USD"
"MMC";"Marsh & McLennan Companies Inc.";"57174810";"2567741";0,00208693740697915;"Financials";5793984;"USD"
"AMD";"Advanced Micro Devices Inc.";"00790310";"2007849";0,00208205696871579;"Information Technology";12769137;"USD"
"SCHW";"Charles Schwab Corporation";"80851310";"2779397";0,00203359261661697;"Financials";13109119;"USD"
"ICE";"Intercontinental Exchange Inc.";"45866F10";"BFSSDS9";0,0019601960256031;"Financials";6411687;"USD"
"DE";"Deere & Company";"24419910";"2261203";0,00195518557566469;"Industrials";3603051;"USD"
"NSC";"Norfolk Southern Corporation";"65584410";"2641894";0,00192560291914214;"Industrials";2989897;"USD"
"APD";"Air Products and Chemicals Inc.";"00915810";"2011602";0,0019076913106797;"Materials";2527808;"USD"
"ITW";"Illinois Tool Works Inc.";"45230810";"2457552";0,00189597025812918;"Industrials";3368939;"USD"
"BIIB";"Biogen Inc.";"09062X10";"2455965";0,00189003972556736;"Health Care";2069250;"USD"
"SLB";"Schlumberger NV";"80685710";"2779201";0,00184596576772594;"Energy";15873747;"USD"
"EQIX";"Equinix Inc.";"29444U70";"BVLZX12";0,00183393468733492;"Real Estate";977661;"USD"
"EW";"Edwards Lifesciences Corporation";"28176E10";"2567116";0,00183093441791073;"Health Care";2376674;"USD"
"COF";"Capital One Financial Corporation";"14040H10";"2654461";0,00181766322615771;"Financials";5370193;"USD"
"AON";"Aon plc";"G0408V10";"B5BT0K0";0,00181308281483677;"Financials";2698686;"USD"
"KMB";"Kimberly-Clark Corporation";"49436810";"2491839";0,00179967161051062;"Consumer Staples";3931353;"USD"
"AEP";"American Electric Power Company Inc.";"02553710";"2026242";0,00179561124588988;"Utilities";5663654;"USD"
"ECL";"Ecolab Inc.";"27886510";"2304227";0,00178443024183572;"Materials";2865790;"USD"
"LHX";"L3Harris Technologies Inc";"50243110";"BK9DTN5";0,00178125995714415;"Industrials";2554865;"USD"
"ILMN";"Illumina Inc.";"45232710";"2613990";0,00176854881568365;"Health Care";1685284;"USD"
"SHW";"Sherwin-Williams Company";"82434810";"2804211";0,00176606859295965;"Materials";939486;"USD"
"HUM";"Humana Inc.";"44485910";"2445063";0,00176085812505963;"Health Care";1518660;"USD"
"EOG";"EOG Resources Inc.";"26875P10";"2318024";0,00175722779905636;"Energy";6670580;"USD"
"EL";"Estee Lauder Companies Inc. Class A";"51843910";"2320524";0,00172036448873109;"Consumer Staples";2551877;"USD"
"EMR";"Emerson Electric Co.";"29101110";"2313405";0,00171260379182051;"Industrials";7013557;"USD"
"WM";"Waste Management Inc.";"94106L10";"2937667";0,00170458307155983;"Industrials";4468545;"USD"
"BAX";"Baxter International Inc.";"07181310";"2085102";0,00168898167055402;"Health Care";5843928;"USD"
"EXC";"Exelon Corporation";"30161N10";"2670519";0,00167834071499621;"Utilities";11107384;"USD"
"ATVI";"Activision Blizzard Inc.";"00507V10";"2575818";0,00167587049317029;"Communication Services";8763240;"USD"
"PSX";"Phillips 66";"71854610";"B78C4Y8";0,00165735883082301;"Energy";5132144;"USD"
"AIG";"American International Group Inc.";"02687478";"2027342";0,00164482770552796;"Financials";9927399;"USD"
"DD";"DuPont de Nemours Inc.";"26614N10";"BK0VN47";0,00164096735886883;"Materials";8515793;"USD"
"LRCX";"Lam Research Corporation";"51280710";"2502247";0,00163310665297744;"Information Technology";1654494;"USD"
"SPG";"Simon Property Group Inc.";"82880610";"2812452";0,0016272861302945;"Real Estate";3515326;"USD"
"PGR";"Progressive Corporation";"74331510";"2705024";0,00161866535614898;"Financials";6703702;"USD"
"ADI";"Analog Devices Inc.";"03265410";"2032067";0,00161472500230521;"Information Technology";4229467;"USD"
"SRE";"Sempra Energy";"81685110";"2138158";0,00161463499422248;"Utilities";3232522;"USD"
"GM";"General Motors Company";"37045V10";"B665KZ5";0,00159184294749669;"Consumer Discretionary";14382494;"USD"
"GD";"General Dynamics Corporation";"36955010";"2365161";0,00155481962280213;"Industrials";2678402;"USD"
"ROST";"Ross Stores Inc.";"77829610";"2746711";0,00155318947641498;"Consumer Discretionary";4172589;"USD"
"ADSK";"Autodesk Inc.";"05276910";"2065159";0,00155112929141037;"Information Technology";2512474;"USD"
"SYY";"Sysco Corporation";"87182910";"2868165";0,00154798900941305;"Consumer Staples";5872760;"USD"
"MCO";"Moody's Corporation";"61536910";"2252058";0,00152001649748147;"Financials";1862122;"USD"
"MET";"MetLife Inc.";"59156R10";"2573209";0,00147477243456462;"Financials";8962809;"USD"
"KMI";"Kinder Morgan Inc Class P";"49456B10";"B3NQ4P8";0,00147269224776385;"Energy";22161776;"USD"
"ETN";"Eaton Corp. Plc";"G2918310";"B8KQN82";0,00146018112426496;"Industrials";4740294;"USD"
"WBA";"Walgreens Boots Alliance Inc";"93142710";"BTN1Y44";0,00145594074347876;"Consumer Staples";8596543;"USD"
"DG";"Dollar General Corporation";"25667710";"B5B1S13";0,00144044935235184;"Consumer Discretionary";2940732;"USD"
"MAR";"Marriott International Inc. Class A";"57190320";"2210614";0,0014289983240495;"Consumer Discretionary";3127457;"USD"
"BK";"Bank of New York Mellon Corporation";"06405810";"B1Z77F6";0,00142560801960016;"Financials";9622522;"USD"
"HCA";"HCA Healthcare Inc";"40412C10";"B4MGBG6";0,00141656720773525;"Health Care";3036624;"USD"
"ROP";"Roper Technologies Inc.";"77669610";"2749602";0,00141484705326538;"Industrials";1187952;"USD"
"AFL";"Aflac Incorporated";"00105510";"2026361";0,00141066667786767;"Financials";8470376;"USD"
"OXY";"Occidental Petroleum Corporation";"67459910";"2655408";0,00140137584355075;"Energy";10210654;"USD"
"PRU";"Prudential Financial Inc.";"74432010";"2819118";0,00139948567381351;"Financials";4600541;"USD"
"ALL";"Allstate Corporation";"02000210";"2019952";0,00138554442188909;"Financials";3714608;"USD"
"DOW";"Dow Inc.";"26055710";"BHXCF84";0,0013716331726589;"Materials";8504725;"USD"
"FDX";"FedEx Corporation";"31428X10";"2142784";0,00134720097864788;"Industrials";2731970;"USD"
"VLO";"Valero Energy Corporation";"91913Y10";"2041364";0,00134706096607475;"Energy";4740977;"USD"
"TRV";"Travelers Companies Inc.";"89417E10";"2769503";0,00133264967194054;"Financials";2973977;"USD"
"MPC";"Marathon Petroleum Corporation";"56585A10";"B3K3L40";0,00132118864274012;"Energy";7445492;"USD"
"F";"Ford Motor Company";"34537086";"2615468";0,00130141686723468;"Consumer Discretionary";44813228;"USD"
"NEM";"Newmont Corporation";"65163910";"2636607";0,00129745651159474;"Materials";9347621;"USD"
"WELL";"Welltower Inc.";"95040Q10";"BYVYHH4";0,00126298341591075;"Real Estate";4632156;"USD"
"XEL";"Xcel Energy Inc.";"98389B10";"2614807";0,00126003315097696;"Utilities";6002673;"USD"
"DAL";"Delta Air Lines Inc.";"24736170";"B1W9D46";0,00125220244777981;"Industrials";6622516;"USD"
"CTSH";"Cognizant Technology Solutions Corporation Class A";"19244610";"2257019";0,00124601189186789;"Information Technology";6319570;"USD"
"ORLY";"O'Reilly Automotive Inc.";"67103H10";"B65LWX6";0,00120984864440827;"Consumer Discretionary";875825;"USD"
"EA";"Electronic Arts Inc.";"28551210";"2310194";0,00120890855998869;"Communication Services";3371734;"USD"
"TEL";"TE Connectivity Ltd.";"H8498910";"B62B7C3";0,00120838851328849;"Information Technology";3851917;"USD"
"PSA";"Public Storage";"74460D10";"2852533";0,0011963974364898;"Real Estate";1707602;"USD"
"GIS";"General Mills Inc.";"37033410";"2367026";0,00118605650787441;"Consumer Staples";6930374;"USD"
"HPQ";"HP Inc.";"40434L10";"BYX4D52";0,00117936590705845;"Information Technology";16962730;"USD"
"YUM";"Yum! Brands Inc.";"98849810";"2098876";0,00117683567984405;"Consumer Discretionary";3485709;"USD"
"INFO";"IHS Markit Ltd.";"G4756710";"BD0Q558";0,00117452547238742;"Industrials";4591200;"USD"
"STZ";"Constellation Brands Inc. Class A";"21036P10";"2170473";0,00116384451323729;"Consumer Staples";1912554;"USD"
"TDG";"TransDigm Group Incorporated";"89364110";"B11FJK3";0,00116048421148219;"Industrials";568364;"USD"
"JCI";"Johnson Controls International plc";"G5150210";"BY7QL61";0,00116013418004937;"Industrials";8845172;"USD"
"IR";"Ingersoll-Rand Plc";"G4779110";"B633030";0,00115140339602496;"Industrials";2758830;"USD"
"APH";"Amphenol Corporation Class A";"03209510";"2145084";0,00114871315444127;"Information Technology";3397957;"USD"
"HLT";"Hilton Worldwide Holdings Inc";"43300A20";"BYVMW06";0,00113708210997348;"Consumer Discretionary";3235502;"USD"
"TROW";"T. Rowe Price Group";"74144T10";"2702337";0,00113105156843085;"Financials";2691058;"USD"
"ZBH";"Zimmer Biomet Holdings Inc.";"98956P10";"2783815";0,00112897138163007;"Health Care";2358566;"USD"
"OKE";"ONEOK Inc.";"68268010";"2130109";0,00112829132056059;"Energy";4707438;"USD"
"VFC";"V.F. Corporation";"91820410";"2928683";0,00112584110053083;"Consumer Discretionary";3754992;"USD"
"WEC";"WEC Energy Group Inc";"92939U10";"BYY8XK8";0,00111791038835287;"Utilities";3589602;"USD"
"MSI";"Motorola Solutions Inc.";"62007630";"B5BKPQ4";0,00110703941213921;"Information Technology";1964557;"USD"
"PEG";"Public Service Enterprise Group Inc";"74457310";"2707677";0,00109983876552114;"Utilities";5753015;"USD"
"ED";"Consolidated Edison Inc.";"20911510";"2216850";0,00109890868199964;"Utilities";3802277;"USD"
"AVB";"AvalonBay Communities Inc.";"05348410";"2131179";0,0010955183775503;"Real Estate";1595024;"USD"
"PPG";"PPG Industries Inc.";"69350610";"2698470";0,00108011699450611;"Materials";2700433;"USD"
"STT";"State Street Corporation";"85747710";"2842040";0,00106466560697151;"Financials";4169509;"USD"
"IQV";"IQVIA Holdings Inc";"46266C10";"BDR73G1";0,00106085526480278;"Health Care";2084802;"USD"
"ES";"Eversource Energy";"30040W10";"BVVN4Q8";0,00104791410268642;"Utilities";3674584;"USD"
"EQR";"Equity Residential";"29476L10";"2319157";0,00104230359886318;"Real Estate";3990289;"USD"
"REGN";"Regeneron Pharmaceuticals Inc.";"75886F10";"2730190";0,00104135351354552;"Health Care";914572;"USD"
"KLAC";"KLA Corporation";"48248010";"2480138";0,00104060344618947;"Information Technology";1822150;"USD"
"PAYX";"Paychex Inc.";"70432610";"2674458";0,00103461290823916;"Information Technology";3642123;"USD"
"SBAC";"SBA Communications Corp. Class A";"78410G10";"BZ6TS23";0,00103374283010614;"Real Estate";1290769;"USD"
"MCK";"McKesson Corporation";"58155Q10";"2378534";0,00101999159524525;"Health Care";2065762;"USD"
"A";"Agilent Technologies Inc.";"00846U10";"2520153";0,00101223089833467;"Health Care";3542387;"USD"
"EIX";"Edison International";"28102010";"2829515";0,0010016199454711;"Utilities";4099244;"USD"
"AZO";"AutoZone Inc.";"05333210";"2065955";0,00100153993828646;"Consumer Discretionary";272957;"USD"
"EBAY";"eBay Inc.";"27864210";"2293819";0,000997719595219651;"Consumer Discretionary";8768362;"USD"
"CNC";"Centene Corporation";"15135B10";"2807061";0,000995469393151505;"Health Care";4703221;"USD"
"FLT";"FleetCor Technologies Inc.";"33904110";"B4R28B3";0,000992749148873569;"Information Technology";983759;"USD"
"WMB";"Williams Companies Inc.";"96945710";"2967181";0,000989328841729987;"Energy";13783136;"USD"
"DFS";"Discover Financial Services";"25470910";"B1YLC43";0,000985108462739954;"Financials";3640976;"USD"
"FE";"FirstEnergy Corp.";"33793210";"2100920";0,000977647792771791;"Utilities";6180935;"USD"
"VRSK";"Verisk Analytics Inc";"92345Y10";"B4P9W92";0,000968176942289418;"Industrials";1866740;"USD"
"PCAR";"PACCAR Inc";"69371810";"2665861";0,000960566258850045;"Industrials";3937861;"USD"
"TWTR";"Twitter Inc.";"90184L10";"BFLR866";0,000954505714613172;"Communication Services";8849752;"USD"
"MCHP";"Microchip Technology Incorporated";"59501710";"2592174";0,000949945305088397;"Information Technology";2740338;"USD"
"WLTW";"Willis Towers Watson Public Limited Company";"G9662910";"BDB6Q21";0,0009487551982168;"Financials";1468728;"USD"
"CMI";"Cummins Inc.";"23102110";"2240202";0,000947345071587429;"Industrials";1756561;"USD"
"DLR";"Digital Realty Trust Inc.";"25386810";"B03GQS4";0,000947315068893187;"Real Estate";2366164;"USD"
"PPL";"PPL Corporation";"69351T10";"2680905";0,00094674501770259;"Utilities";8255967;"USD"
"MNST";"Monster Beverage Corporation";"61174X10";"BZ07BW4";0,000946484994352493;"Consumer Staples";4425405;"USD"
"TMUS";"T-Mobile US Inc.";"87259010";"B94Q9V0";0,000942644649489524;"Communication Services";3604816;"USD"
"TSN";"Tyson Foods Inc. Class A";"90249410";"2909730";0,000936824126806587;"Consumer Staples";3372782;"USD"
"XLNX";"Xilinx Inc.";"98391910";"2985677";0,000929543473003876;"Information Technology";2894590;"USD"
"DTE";"DTE Energy Company";"23333110";"2280220";0,000926263178433423;"Utilities";2202978;"USD"
"PH";"Parker-Hannifin Corporation";"70109410";"2671501";0,000924303002409616;"Industrials";1466945;"USD"
"ETR";"Entergy Corporation";"29364G10";"2317087";0,000922852872187922;"Utilities";2276034;"USD"
"LUV";"Southwest Airlines Co.";"84474110";"2831543";0,000920842691673712;"Industrials";5431013;"USD"
"SWK";"Stanley Black & Decker Inc.";"85450210";"B3Q2FJ4";0,000919612581209793;"Industrials";1727781;"USD"
"O";"Realty Income Corporation";"75610910";"2724193";0,000910971805268113;"Real Estate";3736992;"USD"
"ADM";"Archer-Daniels-Midland Company";"03948310";"2047317";0,000908951623855822;"Consumer Staples";6381023;"USD"
"ALXN";"Alexion Pharmaceuticals Inc.";"01535110";"2036070";0,000902771068841982;"Health Care";2556085;"USD"
"IDXX";"IDEXX Laboratories Inc.";"45168D10";"2459202";0,000894430319842722;"Health Care";980868;"USD"
"PXD";"Pioneer Natural Resources Company";"72378710";"2690830";0,00088018904097588;"Energy";1919572;"USD"
"AWK";"American Water Works Company Inc.";"03042010";"B2R3PV1";0,000875548624266459;"Utilities";2060148;"USD"
"CERN";"Cerner Corporation";"15678210";"2185284";0,000871988304549749;"Health Care";3641956;"USD"
"BLL";"Ball Corporation";"05849810";"2073022";0,00086506768307794;"Materials";3797597;"USD"
"ANSS";"ANSYS Inc.";"03662Q10";"2045623";0,000854416726622051;"Information Technology";980953;"USD"
"LVS";"Las Vegas Sands Corp.";"51783410";"B02T2J7";0,000852216529044308;"Consumer Discretionary";3870461;"USD"
"CTAS";"Cintas Corporation";"17290810";"2197137";0,00085100642037655;"Industrials";950068;"USD"
"RMD";"ResMed Inc.";"76115210";"2732903";0,000850116340447372;"Health Care";1631226;"USD"
"MSCI";"MSCI Inc. Class A";"55354G10";"B2972D2";0,000849706303626066;"Financials";959819;"USD"
"APTV";"Aptiv PLC";"G6095L10";"B783TY6";0,000847226080902065;"Consumer Discretionary";2931762;"USD"
"ROK";"Rockwell Automation Inc.";"77390310";"2754060";0,000846285996482484;"Industrials";1338816;"USD"
"GLW";"Corning Inc";"21935010";"2224701";0,000840925515111257;"Information Technology";8945763;"USD"
"FTV";"Fortive Corp.";"34959J10";"BYT3MK1";0,000830674594578593;"Industrials";3373810;"USD"
"SNPS";"Synopsys Inc.";"87160710";"2867719";0,000828364387121964;"Information Technology";1703150;"USD"
"AME";"AMETEK Inc.";"03110010";"2089212";0,000823913987476075;"Industrials";2591764;"USD"
"HSY";"Hershey Company";"42786610";"2422806";0,000823803977597188;"Consumer Staples";1704558;"USD"
"KR";"Kroger Co.";"50104410";"2497406";0,000822353847375494;"Consumer Staples";9142876;"USD"
"WY";"Weyerhaeuser Company";"96216610";"2958936";0,000819463587830187;"Real Estate";8477244;"USD"
"NTRS";"Northern Trust Corporation";"66585910";"2648668";0,000818053461200816;"Financials";2457645;"USD"
"CMG";"Chipotle Mexican Grill Inc.";"16965610";"B0X7DZ3";0,000812973004975847;"Consumer Discretionary";291664;"USD"
"VRSN";"VeriSign Inc.";"92343E10";"2142922";0,000811762896308088;"Information Technology";1195969;"USD"
"LYB";"LyondellBasell Industries NV";"N5374510";"B3SPXZ3";0,000811392863079104;"Materials";2953925;"USD"
"RCL";"Royal Caribbean Cruises Ltd.";"V7780T10";"2754907";0,000799991839267166;"Consumer Discretionary";1954075;"USD"
"AMP";"Ameriprise Financial Inc.";"03076C10";"B0J7D57";0,000788130774143518;"Financials";1452555;"USD"
"SYF";"Synchrony Financial";"87165B10";"BP96PS6";0,000787120683437373;"Financials";6816859;"USD"
"MTB";"M&T Bank Corporation";"55261F10";"2340168";0,000784730468796098;"Financials";1529105;"USD"
"HIG";"Hartford Financial Services Group Inc.";"41651510";"2476193";0,000782800295466533;"Financials";4122006;"USD"
"SWKS";"Skyworks Solutions Inc.";"83088M10";"2961053";0,000781840209250791;"Information Technology";1974430;"USD"
"VTR";"Ventas Inc.";"92276F10";"2927925";0,000781030136506258;"Real Estate";4226999;"USD"
"DLTR";"Dollar Tree Inc.";"25674610";"2272476";0,000771549285125804;"Consumer Discretionary";2707911;"USD"
"HAL";"Halliburton Company";"40621610";"2405302";0,00076360857204977;"Energy";10065045;"USD"
"MKC";"McCormick & Company Incorporated";"57978020";"2550161";0,000763508563068964;"Consumer Staples";1395841;"USD"
"CTVA";"Corteva Inc";"22052L10";"BK73B42";0,000763488561272802;"Materials";8551801;"USD"
"CDNS";"Cadence Design Systems Inc.";"12738710";"2302232";0,000762308455299286;"Information Technology";3214489;"USD"
"FITB";"Fifth Third Bancorp";"31677310";"2336747";0,000756917971233817;"Financials";8137188;"USD"
"BBY";"Best Buy Co. Inc.";"08651610";"2094670";0,000749917342577363;"Consumer Discretionary";2649687;"USD"
"VIAC";"ViacomCBS Inc. Class B";"92556H20";"BKTNTR9";0,000749837335392718;"Communication Services";6151112;"USD"
"MTD";"Mettler-Toledo International Inc.";"59268810";"2126249";0,000744356843244523;"Health Care";281205;"USD"
"CBRE";"CBRE Group Inc. Class A";"12504L10";"B6WVMH3";0,000743266745353733;"Real Estate";3848958;"USD"
"FAST";"Fastenal Company";"31190010";"2332262";0,000742946716615152;"Industrials";6522094;"USD"
"CPRT";"Copart Inc.";"21720410";"2208073";0,000740926535202861;"Industrials";2345452;"USD"
"ESS";"Essex Property Trust Inc.";"29717810";"2316619";0,000735716067302844;"Real Estate";748932;"USD"
"ALGN";"Align Technology Inc.";"01625510";"2679204";0,000734935997252553;"Health Care";829946;"USD"
"BXP";"Boston Properties Inc.";"10112110";"2019479";0,000729895544619907;"Real Estate";1645618;"USD"
"WDC";"Western Digital Corporation";"95810210";"2954699";0,000729805536537181;"Information Technology";3353606;"USD"
